202012251423,5.0,26610.0
202012251428,2.5,26615.0
202012251433,2.5,26615.0
202012251437,1.7,26610.0
202012251440,3.3,26620.0
202012251445,3.1,26625.0
202012251450,0.5,26615.0
202012251453,0.3,26610.0
202012251457,1.7,26615.0
202012251501,1.7,26605.0
202012251506,0.5,26625.0
202012251509,4.0,26635.0
202012251633,3.5,26625.0
202012251636,-3.3,26630.0
202012251642,-5.3,26630.0
202012251644,-1.1,26630.0
202012251649,-0.1,26635.0
202012251653,-1.3,26630.0
202012251657,-0.3,26630.0
202012251701,-0.3,26630.0
202012251705,-0.3,26630.0
202012251708,-1.2,26635.0
202012251712,-1.0,26630.0
202012251716,-1.0,26630.0
202012251727,-1.0,26630.0
202012251733,-0.8,26630.0
202012251734,-1.6,26630.0
202012251737,-0.6,26630.0
202012251745,-0.8,26630.0
202012251749,-0.4,26630.0
202012251752,-0.2,26630.0
202012251757,-0.6,26630.0
202012251801,-0.0,26635.0
202012251804,-0.6,26630.0
202012251808,-1.0,26630.0
202012251812,-0.2,26630.0
202012251817,-1.0,26635.0
202012251821,-1.2,26630.0
202012251825,-0.8,26635.0
202012251829,-0.0,26630.0
202012251833,-0.0,26630.0
202012251836,-0.0,26635.0
202012251842,-1.6,26640.0
202012251846,-0.2,26635.0
202012251849,-0.8,26635.0
202012251853,-1.6,26640.0
202012251857,-0.8,26640.0
202012251900,-1.2,26635.0
202012251905,-0.2,26635.0
202012251909,-0.2,26635.0
202012251913,-0.4,26640.0
202012251917,-1.2,26635.0
202012251922,-0.2,26635.0
202012251924,-0.2,26635.0
202012251929,-0.2,26635.0
202012251933,-1.2,26635.0
202012251937,-0.6,26640.0
202012251941,-0.0,26635.0
202012251945,-0.6,26640.0
202012251949,-0.6,26640.0
202012251954,-0.6,26640.0
202012251957,-0.2,26640.0
202012252000,-0.2,26635.0
202012252006,-0.2,26640.0
202012252009,-1.2,26635.0
202012252013,1.33,26635.0
202012252017,1.11,26635.0
202012252022,0.2,26635.0
202012252025,1.0,26635.0
202012252030,0.8,26640.0
202012252034,-1.11,26640.0
202012252037,-0.22,26635.0
202012252041,-0.8,26640.0
202012252045,-0.8,26640.0
202012252049,-1.0,26635.0
202012252053,0.89,26635.0
202012252056,0.0,26635.0
202012252101,1.11,26635.0
202012252106,1.0,26635.0
202012252109,0.0,26635.0
202012252114,0.0,26635.0
202012252117,1.0,26640.0
202012252121,0.0,26635.0
202012252126,0.6,26630.0
202012252129,0.6,26630.0
202012252134,0.2,26635.0
202012252136,0.8,26635.0
202012252141,0.0,26635.0
202012252146,1.2,26635.0
202012252150,0.2,26630.0
202012252153,0.0,26635.0
202012252158,0.8,26630.0
202012252201,0.8,26640.0
202012252205,0.0,26635.0
202012252210,-2.0,26640.0
202012252213,-1.0,26640.0
202012252216,-1.8,26640.0
202012252221,-0.0,26640.0
202012252225,-0.2,26635.0
202012252229,-0.2,26640.0
202012252233,-1.0,26635.0
202012252238,-1.0,26635.0
202012252241,-0.2,26640.0
202012252245,-0.8,26640.0
202012252248,-1.0,26635.0
202012252253,-0.8,26640.0
202012252258,-0.2,26635.0
202012252301,-1.0,26635.0
202012252306,1.2,26635.0
202012252310,-0.6,26640.0
202012252312,1.0,26635.0
202012252318,-0.8,26640.0
202012252321,-0.8,26640.0
202012252324,-0.0,26635.0
202012252330,-0.4,26640.0
202012252337,-0.8,26640.0
202012252341,-0.4,26640.0
202012252344,-0.8,26635.0
202012252348,-0.0,26635.0
202012252353,-0.0,26640.0
202012252357,0.8,26635.0
202012260001,0.8,26635.0
