日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20161230,6298,ワイエイシイ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6299,神鋼環境ソリューション,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6300,アピックヤマダ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6301,小松製作所,市場第一部（内国株）,3600,機械,8,機械 ,2,TOPIX Large70
20161230,6302,住友重機械工業,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6303,ササクラ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6305,日立建機,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6306,日工,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6307,サンセイ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6309,巴工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6310,井関農機,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6312,フロイント産業,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6314,石井工作研究所,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6315,ＴＯＷＡ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6316,丸山製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6317,北川鉄工所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6319,シンニッタン,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20161230,6322,タクミナ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6323,ローツェ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6324,ハーモニック・ドライブ・システムズ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6325,タカキタ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6326,クボタ,市場第一部（内国株）,3600,機械,8,機械 ,2,TOPIX Large70
20161230,6327,北川精機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6328,荏原実業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6330,東洋エンジニアリング,市場第一部（内国株）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20161230,6331,三菱化工機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6332,月島機械,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6333,帝国電機製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6334,明治機械,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6335,東京機械製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6336,石井表記,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6337,テセック,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6338,タカトリ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6339,新東工業,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6340,澁谷工業,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6342,太平製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6343,フリージア・マクロス,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6345,アイチ　コーポレーション,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6346,キクカワエンタープライズ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6347,プラコー,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6349,小森コーポレーション,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6351,鶴見製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6355,住友精密工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6356,日本ギア工業,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6357,三精テクノロジーズ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6358,酒井重工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6360,東京自働機械製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6361,荏原製作所,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6362,石井鐵工所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6363,酉島製作所,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6364,北越工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6365,電業社機械製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6366,千代田化工建設,市場第一部（内国株）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20161230,6367,ダイキン工業,市場第一部（内国株）,3600,機械,8,機械 ,2,TOPIX Large70
20161230,6368,オルガノ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6369,トーヨーカネツ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6370,栗田工業,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6371,椿本チエイン,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6373,大同工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6376,日機装,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6378,木村化工機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6379,新興プランテック,市場第一部（内国株）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20161230,6380,オリエンタルチエン工業,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6381,アネスト岩田,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6382,トリニティ工業,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6383,ダイフク,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6384,昭和真空,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6387,サムコ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6390,加藤製作所,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6391,加地テック,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6392,ヤマダコーポレーション,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6393,油研工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6395,タダノ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6396,宇野澤組鐵工所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6397,郷鉄工所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6400,不二精機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6402,兼松エンジニアリング,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6403,水道機工,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6405,鈴茂器工,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6406,フジテック,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6407,ＣＫＤ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6408,小倉クラッチ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6409,キトー,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6411,中野冷機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6412,平和,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6413,理想科学工業,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6414,川重冷熱工業,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6416,桂川電機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6417,ＳＡＮＫＹＯ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6418,日本金銭機械,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6419,マースエンジニアリング,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6420,福島工業,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6424,高見沢サイバネティックス,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6425,ユニバーサルエンターテインメント,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6428,オーイズミ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6430,ダイコク電機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6432,竹内製作所,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6433,ヒーハイスト精工,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6436,アマノ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6440,ＪＵＫＩ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6444,サンデンホールディングス,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6445,蛇の目ミシン工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6448,ブラザー工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6454,マックス,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6455,モリタホールディングス,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
20161230,6457,グローリー,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6458,新晃工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6459,大和冷機工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6460,セガサミーホールディングス,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6461,日本ピストンリング,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6462,リケン,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6463,ＴＰＲ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6464,ツバキ・ナカシマ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6465,ホシザキ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6466,東亜バルブエンジニアリング,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6467,ニチダイ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6469,放電精密加工研究所,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6470,大豊工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6471,日本精工,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6472,ＮＴＮ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6473,ジェイテクト,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6474,不二越,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6478,ダイベア,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6479,ミネベア,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6480,日本トムソン,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6481,ＴＨＫ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6482,ユーシン精機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6484,ＫＶＫ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6485,前澤給装工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6486,イーグル工業,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6488,ヨシタケ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6489,前澤工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6490,日本ピラー工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20161230,6492,岡野バルブ製造,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6493,日鍛バルブ,市場第二部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20161230,6494,ＮＦＫホールディングス,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6495,宮入バルブ製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6496,中北製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20161230,6497,ハマイ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20161230,6498,キッツ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6501,日立製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,1,TOPIX Core30
20161230,6502,東芝,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
20161230,6503,三菱電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
20161230,6504,富士電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6505,東洋電機製造,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6506,安川電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6507,シンフォニアテクノロジー,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6508,明電舎,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6513,オリジン電気,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6516,山洋電気,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6517,デンヨー,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6518,三相電機,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6531,リファインバース,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6532,ベイカレント・コンサルティング,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6533,デジタルアイデンティティ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6534,Ｄ．Ａ．コンソーシアムホールディングス,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6535,アイモバイル,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6537,ＷＡＳＨハウス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6538,キャリアインデックス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6539,ＭＳ－Ｊａｐａｎ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6540,船場,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6541,グレイステクノロジー,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,6581,日立工機,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20161230,6584,三櫻工業,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
20161230,6586,マキタ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20161230,6588,東芝テック,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6590,芝浦メカトロニクス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6591,西芝電機,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6592,マブチモーター,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6594,日本電産,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
20161230,6615,ユー・エム・シー・エレクトロニクス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6616,トレックス・セミコンダクター,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6617,東光高岳,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6618,大泉製作所,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6619,ダブル・スコープ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6620,宮越ホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6622,ダイヘン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6624,田淵電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6625,ＪＡＬＣＯホールディングス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6626,ＳＥＭＩＴＥＣ,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6627,テラプローブ,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6628,オンキヨー,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6629,テクノホライゾン・ホールディングス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6630,ヤーマン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6632,ＪＶＣケンウッド,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6633,Ｃ＆Ｇシステムズ,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6634,ネクスグループ,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6635,大日光・エンジニアリング,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6636,ソルガム・ジャパン・ホールディングス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6637,寺崎電気産業,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6638,ミマキエンジニアリング,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6639,コンテック,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6640,第一精工,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6641,日新電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6643,戸上電機製作所,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6644,大崎電気工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6645,オムロン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6647,森尾電機,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6648,かわでん,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6651,日東工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6652,ＩＤＥＣ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6654,不二電機工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6656,インスペック,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6658,シライ電子工業,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6659,メディアグローバルリンクス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6662,ユビテック,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6663,太洋工業,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6664,オプトエレクトロニクス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6666,リバーエレテック,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6668,アドテック　プラズマ　テクノロジー,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6669,シーシーエス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6670,ＭＣＪ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6674,ジーエス・ユアサ　コーポレーション,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6675,サクサホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6676,メルコホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6677,エスケーエレクトロニクス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6678,テクノメディカ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6701,日本電気,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6702,富士通,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
20161230,6703,沖電気工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6704,岩崎通信機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6706,電気興業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6707,サンケン電気,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6709,明星電気,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6715,ナカヨ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6716,テクニカル電子,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6718,アイホン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6719,富士通コンポーネント,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6721,ウインテスト,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6722,エイアンドティー,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6723,ルネサスエレクトロニクス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6724,セイコーエプソン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6727,ワコム,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6728,アルバック,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6730,アクセル,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6731,ピクセラ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6734,ニューテック,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6736,サン電子,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6737,ＥＩＺＯ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6740,ジャパンディスプレイ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6741,日本信号,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6742,京三製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6743,大同信号,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6744,能美防災,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6745,ホーチキ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6747,ＫＩホールディングス,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6748,星和電機,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6750,エレコム,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6751,日本無線,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6752,パナソニック,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,1,TOPIX Core30
20161230,6753,シャープ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6754,アンリツ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6755,富士通ゼネラル,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6756,日立国際電気,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6757,ＯＳＧコーポレーション,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6758,ソニー,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,1,TOPIX Core30
20161230,6762,ＴＤＫ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6763,帝国通信工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6767,ミツミ電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6768,タムラ製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6769,ザインエレクトロニクス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6770,アルプス電気,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20161230,6771,池上通信機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20161230,6772,東京コスモス電機,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6773,パイオニア,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20161230,6775,ＴＢグループ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6776,天昇電気工業,市場第二部（内国株）,3200,化学,4,素材・化学 ,-,-
20161230,6777,ｓａｎｔｅｃ,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20161230,6778,アルチザネットワークス,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
