日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20161230,3385,薬王堂,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20161230,3386,コスモ・バイオ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20161230,3387,クリエイト・レストランツ・ホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20161230,3388,明治電機工業,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20161230,3390,ＩＮＥＳＴ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20161230,3391,ツルハホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20161230,3392,デリカフーズ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20161230,3393,スターティア,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20161230,3395,サンマルクホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20161230,3396,フェリシモ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20161230,3397,トリドールホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20161230,3399,丸千代山岡家,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20161230,3401,帝人,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,4,TOPIX Mid400
20161230,3402,東レ,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,2,TOPIX Large70
20161230,3405,クラレ,市場第一部（内国株）,3200,化学,4,素材・化学 ,4,TOPIX Mid400
20161230,3407,旭化成,市場第一部（内国株）,3200,化学,4,素材・化学 ,2,TOPIX Large70
20161230,3408,サカイオーベックス,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3409,北日本紡績,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3415,ＴＯＫＹＯ　ＢＡＳＥ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3416,ピクスタ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3417,大木ヘルスケアホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20161230,3418,バルニバービ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3420,ケー・エフ・シー,市場第二部（内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3421,稲葉製作所,市場第一部（内国株）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20161230,3423,エスイー,JASDAQ(スタンダード・内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3424,ミヤコ,JASDAQ(スタンダード・内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3426,アトムリビンテック,JASDAQ(スタンダード・内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3431,宮地エンジニアリンググループ,市場第一部（内国株）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20161230,3433,トーカロ,市場第一部（内国株）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
20161230,3434,アルファ,市場第一部（内国株）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20161230,3435,サンコーテクノ,市場第二部（内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3436,ＳＵＭＣＯ,市場第一部（内国株）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
20161230,3437,特殊電極,JASDAQ(スタンダード・内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3439,三ツ知,JASDAQ(スタンダード・内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3441,山王,JASDAQ(スタンダード・内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3443,川田テクノロジーズ,市場第一部（内国株）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20161230,3444,菊池製作所,JASDAQ(スタンダード・内国株）,3550,金属製品,3,建設・資材 ,-,-
20161230,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,市場第一部（内国株）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20161230,3451,トーセイ・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3452,ビーロット,マザーズ（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3453,ケネディクス商業リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3454,ファーストブラザーズ,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,3455,ヘルスケア＆メディカル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3456,ＴＳＯＮ,PRO Market,8050,不動産業,17,不動産 ,-,-
20161230,3457,ハウスドゥ,市場第一部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3458,シーアールイー,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,3459,サムティ・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3460,ジャパン・シニアリビング投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3461,パルマ,マザーズ（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3462,野村不動産マスターファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3463,いちごホテルリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3464,プロパティエージェント,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3465,ケイアイスター不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3466,ラサールロジポート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3467,アグレ都市デザイン,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3468,スターアジア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3469,デュアルタップ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3470,マリモ地方創生リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3471,三井不動産ロジスティクスパーク投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3472,大江戸温泉リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3473,さくら総合リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3474,Ｇ－ＦＡＣＴＯＲＹ,マザーズ（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3475,グッドコムアセット,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3476,投資法人みらい,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,3477,フォーライフ,マザーズ（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3501,住江織物,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3512,日本フエルト,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3513,イチカワ,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3515,フジコー,JASDAQ(スタンダード・内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3521,エコナックホールディングス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,3524,日東製網,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3526,芦森工業,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
20161230,3528,プロスペクト,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,3529,アツギ,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3536,アクサスホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20161230,3537,昭栄薬品,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20161230,3538,ウイルプラスホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20161230,3539,ジャパンミート,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20161230,3540,歯愛メディカル,PRO Market,6050,卸売業,13,商社・卸売 ,-,-
20161230,3541,農業総合研究所,マザーズ（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20161230,3542,ベガコーポレーション,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3543,コメダホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20161230,3544,サツドラホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20161230,3545,デファクトスタンダード,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3546,ダイユー・リックホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20161230,3547,串カツ田中,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3548,バロックジャパンリミテッド,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20161230,3549,クスリのアオキホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20161230,3550,スタジオアタオ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3551,ダイニック,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3553,共和レザー,市場第一部（内国株）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20161230,3556,リネットジャパングループ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20161230,3569,セーレン,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20161230,3571,ソトー,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3577,東海染工,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3578,倉庫精練,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3580,小松精練,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3583,オーベクス,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3591,ワコールホールディングス,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,4,TOPIX Mid400
20161230,3593,ホギメディカル,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20161230,3597,自重堂,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3598,山喜,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3600,フジックス,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3604,川本産業,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20161230,3606,レナウン,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3607,クラウディア,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20161230,3608,ＴＳＩホールディングス,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20161230,3610,はかた匠工芸,PRO Market,3100,繊維製品,4,素材・化学 ,-,-
20161230,3622,ネットイヤーグループ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3623,ビリングシステム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3624,アクセルマーク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3625,テックファームホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3626,ＴＩＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20161230,3627,ネオス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3628,データホライゾン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3630,電算システム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3632,グリー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3633,ＧＭＯペパボ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3634,ソケッツ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3635,コーエーテクモホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3636,三菱総合研究所,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3639,ボルテージ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3640,電算,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3641,パピレス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3645,メディカルネット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3646,駅探,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3647,ジー・スリーホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3648,ＡＧＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3649,ファインデックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3651,トライアンフコーポレーション,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3652,ディジタルメディアプロフェッショナル,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3653,モルフォ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3654,ヒト・コミュニケーションズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3655,ブレインパッド,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3656,ＫＬａｂ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3657,ポールトゥウィン・ピットクルーホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3658,イーブックイニシアティブジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3659,ネクソン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20161230,3660,アイスタイル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3661,エムアップ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3662,エイチーム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3663,アートスパークホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3664,モブキャスト,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3665,エニグモ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3666,テクノスジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3667,ｅｎｉｓｈ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3668,コロプラ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20161230,3669,モバイルクリエイト,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3670,協立情報通信,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3671,ソフトマックス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3672,オルトプラス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3673,ブロードリーフ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3674,オークファン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3675,クロス・マーケティンググループ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3676,ハーツユナイテッドグループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3677,システム情報,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3678,メディアドゥ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3679,じげん,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3680,ホットリンク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3681,ブイキューブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3682,エンカレッジ・テクノロジ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3683,サイバーリンクス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3685,みんなのウェディング,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3686,ディー・エル・イー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3687,フィックスターズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3688,ＶＯＹＡＧＥ　ＧＲＯＵＰ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3689,イグニス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3690,ロックオン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3691,リアルワールド,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3692,ＦＦＲＩ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3693,イー・カムトゥルー,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3694,オプティム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3695,ＧＭＯリサーチ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3696,セレス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3697,ＳＨＩＦＴ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3698,ＣＲＩ・ミドルウェア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3708,特種東海製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20161230,3710,ジョルダン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3711,創通,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3712,情報企画,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3719,ジェクシード,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3723,日本ファルコム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3724,ベリサーブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3726,フォーシーズホールディングス,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20161230,3727,アプリックスＩＰホールディングス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3733,ソフトウェア・サービス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3734,インテア・ホールディングス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3738,ティーガイア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3741,セック,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3742,ＩＴｂｏｏｋ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3744,サイオステクノロジー,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3747,インタートレード,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3750,セブンシーズホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3751,日本アジアグループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3753,フライトホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3754,エキサイト,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3756,豆蔵ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3758,アエリア,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3760,ケイブ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3762,テクマトリックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3763,プロシップ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3765,ガンホー・オンライン・エンターテイメント,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3766,システムズ・デザイン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3768,リスクモンスター,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3769,ＧＭＯペイメントゲートウェイ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3770,ザッパラス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3771,システムリサーチ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3772,ウェルス・マネジメント,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3773,アドバンスト・メディア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3774,インターネットイニシアティブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,3776,ブロードバンドタワー,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3777,ジオネクスト,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3778,さくらインターネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3779,ジェイ・エスコムホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3782,ディー・ディー・エス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3784,ヴィンクス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3787,テクノマセマティカル,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3788,ＧＭＯクラウド,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3791,ＩＧポート,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3793,ドリコム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3794,エヌ・デーソフトウェア,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3796,いい生活,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3798,ＵＬＳグループ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3799,キーウェアソリューションズ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3800,ユニリタ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3803,イメージ情報開発,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3804,システム　ディ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3807,フィスコ,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3810,サイバーステップ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3814,アルファクス・フード・システム,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3815,メディア工房,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3816,大和コンピューター,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3817,ＳＲＡホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3822,Ｍｉｎｏｒｉソリューションズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3823,アクロディア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3825,リミックスポイント,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3826,システムインテグレータ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3832,Ｔ＆Ｃメディカルサイエンス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3834,朝日ネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20161230,3835,ｅＢＡＳＥ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,3836,アバント,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
