
,Trade Date,,20191206

JPX Code,164120005
Instrument,FUT_TOPIX_1912
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),58,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),39
11788,ソシエテ・ジェネラル,Societe Generale,41,11788,ソシエテ・ジェネラル,Societe Generale,31
11714,ＪＰモルガン証券,JPMorgan Japan,16,12410,バークレイズ証券,Barclays Japan,18
12400,野村證券,Nomura Securities,10,11256,ＳＢＩ証券,SBI SECURITIES,10
11256,ＳＢＩ証券,SBI SECURITIES,9,12057,楽天証券,Rakuten Securities,9
12560,松井証券,MATSUI SECURITIES,8,12560,松井証券,MATSUI SECURITIES,7
11060,ａｕカブコム証券,au Kabucom Securitie,6,11746,ＵＢＳ証券,UBS Securities Japan,3
12057,楽天証券,Rakuten Securities,6,11016,藍澤證券,AIZAWA SECURITIES,2
12795,インタラクティブ証券,Interactive Brokers,5,11060,ａｕカブコム証券,au Kabucom Securitie,2
12000,大和証券,Daiwa Securities,1,11272,岡三証券,OKASAN SECURITIES,2
11512,光世証券,The Kosei Securities,1,12000,大和証券,Daiwa Securities,1
12724,ＨＳＢＣ証券,HSBC (Japan),1,11784,ライブスター証券,livestar Securities,1
-,-,-,-,12176,ドイツ証券,Deutsche Securities,1
-,-,-,-,12795,インタラクティブ証券,Interactive Brokers,1

JPX Code,184123518
Instrument,PUT_NK225_191213_23500
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,35,11788,ソシエテ・ジェネラル,Societe Generale,27
11788,ソシエテ・ジェネラル,Societe Generale,27,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),20
11256,ＳＢＩ証券,SBI SECURITIES,9,12410,バークレイズ証券,Barclays Japan,15
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),8,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,14
12792,メリルリンチ日本証券,Merrill Lynch Japan,3,11256,ＳＢＩ証券,SBI SECURITIES,6
12560,松井証券,MATSUI SECURITIES,2,12560,松井証券,MATSUI SECURITIES,2
11544,岩井コスモ証券,IwaiCosmo Securities,1,12057,楽天証券,Rakuten Securities,1
11060,ａｕカブコム証券,au Kabucom Securitie,1,12792,メリルリンチ日本証券,Merrill Lynch Japan,1
12330,マネックス証券,Monex,1,12330,マネックス証券,Monex,1

JPX Code,144124318
Instrument,CAL_NK225_191213_24375
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),83,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,81
12464,廣田証券,HIROTA SECURITIES,56,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),71
11512,光世証券,The Kosei Securities,50,11512,光世証券,The Kosei Securities,68
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,43,12464,廣田証券,HIROTA SECURITIES,55
12400,野村證券,Nomura Securities,22,11272,岡三証券,OKASAN SECURITIES,21
11272,岡三証券,OKASAN SECURITIES,20,12057,楽天証券,Rakuten Securities,10
11788,ソシエテ・ジェネラル,Societe Generale,14,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,7
12560,松井証券,MATSUI SECURITIES,7,11256,ＳＢＩ証券,SBI SECURITIES,2
12057,楽天証券,Rakuten Securities,7,12330,マネックス証券,Monex,2
11256,ＳＢＩ証券,SBI SECURITIES,6,11784,ライブスター証券,livestar Securities,2
11784,ライブスター証券,livestar Securities,6,11788,ソシエテ・ジェネラル,Societe Generale,2
12288,フィリップ証券,Phillip Securities,4,11060,ａｕカブコム証券,au Kabucom Securitie,1
11060,ａｕカブコム証券,au Kabucom Securitie,3,12560,松井証券,MATSUI SECURITIES,1
12000,大和証券,Daiwa Securities,2,12888,山和証券,YAMAWA SECURITIES,1
12888,山和証券,YAMAWA SECURITIES,1,-,-,-,-

JPX Code,194124218
Instrument,CAL_NK225_191213_24250
11788,ソシエテ・ジェネラル,Societe Generale,237,11788,ソシエテ・ジェネラル,Societe Generale,241
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),175,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,201
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,162,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),201
12888,山和証券,YAMAWA SECURITIES,145,12888,山和証券,YAMAWA SECURITIES,95
11256,ＳＢＩ証券,SBI SECURITIES,72,11256,ＳＢＩ証券,SBI SECURITIES,47
12057,楽天証券,Rakuten Securities,44,12057,楽天証券,Rakuten Securities,46
11272,岡三証券,OKASAN SECURITIES,41,12464,廣田証券,HIROTA SECURITIES,40
12560,松井証券,MATSUI SECURITIES,39,12560,松井証券,MATSUI SECURITIES,38
11784,ライブスター証券,livestar Securities,18,12176,ドイツ証券,Deutsche Securities,32
11727,ＧＭＯクリック証券,GMO CLICK Securities,13,11060,ａｕカブコム証券,au Kabucom Securitie,30
11056,安藤証券,ANDO SECURITIES,13,11056,安藤証券,ANDO SECURITIES,10
11060,ａｕカブコム証券,au Kabucom Securitie,11,12000,大和証券,Daiwa Securities,3
12464,廣田証券,HIROTA SECURITIES,10,11272,岡三証券,OKASAN SECURITIES,2
11544,岩井コスモ証券,IwaiCosmo Securities,6,11784,ライブスター証券,livestar Securities,2
12000,大和証券,Daiwa Securities,2,12330,マネックス証券,Monex,1
12330,マネックス証券,Monex,1,-,-,-,-

JPX Code,144124118
Instrument,CAL_NK225_191213_24125
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,710,11788,ソシエテ・ジェネラル,Societe Generale,427
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),336,11696,みずほ証券,Mizuho Securities,411
11788,ソシエテ・ジェネラル,Societe Generale,336,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),310
11727,ＧＭＯクリック証券,GMO CLICK Securities,50,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,214
11256,ＳＢＩ証券,SBI SECURITIES,39,12176,ドイツ証券,Deutsche Securities,72
12016,ちばぎん証券,Chibagin Securities,35,11727,ＧＭＯクリック証券,GMO CLICK Securities,50
12464,廣田証券,HIROTA SECURITIES,30,11256,ＳＢＩ証券,SBI SECURITIES,38
12240,ひびき証券,Hibiki Securities,20,12240,ひびき証券,Hibiki Securities,20
12057,楽天証券,Rakuten Securities,11,12057,楽天証券,Rakuten Securities,16
12176,ドイツ証券,Deutsche Securities,8,11784,ライブスター証券,livestar Securities,16
12560,松井証券,MATSUI SECURITIES,6,11060,ａｕカブコム証券,au Kabucom Securitie,8
11060,ａｕカブコム証券,au Kabucom Securitie,6,12560,松井証券,MATSUI SECURITIES,5
11784,ライブスター証券,livestar Securities,5,11056,安藤証券,ANDO SECURITIES,4
12330,マネックス証券,Monex,4,12795,インタラクティブ証券,Interactive Brokers,4
11056,安藤証券,ANDO SECURITIES,4,12330,マネックス証券,Monex,3
11272,岡三証券,OKASAN SECURITIES,2,12888,山和証券,YAMAWA SECURITIES,3
-,-,-,-,11272,岡三証券,OKASAN SECURITIES,1

JPX Code,194124018
Instrument,CAL_NK225_191213_24000
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,640,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),498
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),420,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,486
11788,ソシエテ・ジェネラル,Societe Generale,389,11788,ソシエテ・ジェネラル,Societe Generale,480
11256,ＳＢＩ証券,SBI SECURITIES,219,11256,ＳＢＩ証券,SBI SECURITIES,210
12560,松井証券,MATSUI SECURITIES,146,12560,松井証券,MATSUI SECURITIES,81
12464,廣田証券,HIROTA SECURITIES,126,12330,マネックス証券,Monex,76
11060,ａｕカブコム証券,au Kabucom Securitie,79,12057,楽天証券,Rakuten Securities,61
12330,マネックス証券,Monex,70,12176,ドイツ証券,Deutsche Securities,59
12057,楽天証券,Rakuten Securities,58,11060,ａｕカブコム証券,au Kabucom Securitie,55
11056,安藤証券,ANDO SECURITIES,17,11696,みずほ証券,Mizuho Securities,50
12724,ＨＳＢＣ証券,HSBC (Japan),15,11272,岡三証券,OKASAN SECURITIES,44
11784,ライブスター証券,livestar Securities,9,12464,廣田証券,HIROTA SECURITIES,33
12792,メリルリンチ日本証券,Merrill Lynch Japan,8,12016,ちばぎん証券,Chibagin Securities,30
11488,あかつき証券,Akatsuki Securities,8,11056,安藤証券,ANDO SECURITIES,22
11727,ＧＭＯクリック証券,GMO CLICK Securities,6,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,17
11272,岡三証券,OKASAN SECURITIES,5,11784,ライブスター証券,livestar Securities,10
12795,インタラクティブ証券,Interactive Brokers,5,12792,メリルリンチ日本証券,Merrill Lynch Japan,8
11544,岩井コスモ証券,IwaiCosmo Securities,5,12795,インタラクティブ証券,Interactive Brokers,7
12888,山和証券,YAMAWA SECURITIES,4,12888,山和証券,YAMAWA SECURITIES,3
12176,ドイツ証券,Deutsche Securities,3,11727,ＧＭＯクリック証券,GMO CLICK Securities,3

JPX Code,144123818
Instrument,CAL_NK225_191213_23875
11788,ソシエテ・ジェネラル,Societe Generale,522,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,634
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,467,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),314
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),284,11788,ソシエテ・ジェネラル,Societe Generale,209
11256,ＳＢＩ証券,SBI SECURITIES,43,11256,ＳＢＩ証券,SBI SECURITIES,103
12057,楽天証券,Rakuten Securities,27,12795,インタラクティブ証券,Interactive Brokers,50
12464,廣田証券,HIROTA SECURITIES,23,12464,廣田証券,HIROTA SECURITIES,49
12724,ＨＳＢＣ証券,HSBC (Japan),20,12057,楽天証券,Rakuten Securities,41
11696,みずほ証券,Mizuho Securities,20,12560,松井証券,MATSUI SECURITIES,14
12560,松井証券,MATSUI SECURITIES,19,11060,ａｕカブコム証券,au Kabucom Securitie,10
11060,ａｕカブコム証券,au Kabucom Securitie,12,12016,ちばぎん証券,Chibagin Securities,10
12330,マネックス証券,Monex,10,11727,ＧＭＯクリック証券,GMO CLICK Securities,8
11727,ＧＭＯクリック証券,GMO CLICK Securities,6,12330,マネックス証券,Monex,8
12024,むさし証券,Musashi Securities,5,11784,ライブスター証券,livestar Securities,5
12888,山和証券,YAMAWA SECURITIES,5,12410,バークレイズ証券,Barclays Japan,4
11272,岡三証券,OKASAN SECURITIES,3,12176,ドイツ証券,Deutsche Securities,3
12176,ドイツ証券,Deutsche Securities,2,12024,むさし証券,Musashi Securities,2
12000,大和証券,Daiwa Securities,2,12336,日産証券,Nissan Securities,2
11544,岩井コスモ証券,IwaiCosmo Securities,1,11272,岡三証券,OKASAN SECURITIES,2
12795,インタラクティブ証券,Interactive Brokers,1,12000,大和証券,Daiwa Securities,1
-,-,-,-,12792,メリルリンチ日本証券,Merrill Lynch Japan,1
-,-,-,-,11544,岩井コスモ証券,IwaiCosmo Securities,1
-,-,-,-,12724,ＨＳＢＣ証券,HSBC (Japan),1

JPX Code,194123718
Instrument,CAL_NK225_191213_23750
11746,ＵＢＳ証券,UBS Securities Japan,799,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,1164
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,490,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),368
11788,ソシエテ・ジェネラル,Societe Generale,388,11788,ソシエテ・ジェネラル,Societe Generale,306
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),370,11256,ＳＢＩ証券,SBI SECURITIES,170
11256,ＳＢＩ証券,SBI SECURITIES,117,12464,廣田証券,HIROTA SECURITIES,86
12464,廣田証券,HIROTA SECURITIES,90,12560,松井証券,MATSUI SECURITIES,85
12560,松井証券,MATSUI SECURITIES,45,12288,フィリップ証券,Phillip Securities,63
12057,楽天証券,Rakuten Securities,44,12888,山和証券,YAMAWA SECURITIES,53
12888,山和証券,YAMAWA SECURITIES,43,11784,ライブスター証券,livestar Securities,36
11784,ライブスター証券,livestar Securities,30,12057,楽天証券,Rakuten Securities,34
11060,ａｕカブコム証券,au Kabucom Securitie,21,11696,みずほ証券,Mizuho Securities,30
11056,安藤証券,ANDO SECURITIES,14,11056,安藤証券,ANDO SECURITIES,19
12016,ちばぎん証券,Chibagin Securities,10,11060,ａｕカブコム証券,au Kabucom Securitie,17
12330,マネックス証券,Monex,4,12795,インタラクティブ証券,Interactive Brokers,14
11272,岡三証券,OKASAN SECURITIES,3,12016,ちばぎん証券,Chibagin Securities,10
11727,ＧＭＯクリック証券,GMO CLICK Securities,3,12330,マネックス証券,Monex,8
12795,インタラクティブ証券,Interactive Brokers,3,11272,岡三証券,OKASAN SECURITIES,5
11544,岩井コスモ証券,IwaiCosmo Securities,2,12410,バークレイズ証券,Barclays Japan,4
12368,証券ジャパン,Securities Japan,2,12176,ドイツ証券,Deutsche Securities,3
12000,大和証券,Daiwa Securities,2,11016,藍澤證券,AIZAWA SECURITIES,2

JPX Code,144123618
Instrument,CAL_NK225_191213_23625
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,733,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,708
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),313,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),365
11788,ソシエテ・ジェネラル,Societe Generale,285,11788,ソシエテ・ジェネラル,Societe Generale,350
12400,野村證券,Nomura Securities,140,12057,楽天証券,Rakuten Securities,106
11256,ＳＢＩ証券,SBI SECURITIES,81,11256,ＳＢＩ証券,SBI SECURITIES,102
12057,楽天証券,Rakuten Securities,54,12560,松井証券,MATSUI SECURITIES,20
12560,松井証券,MATSUI SECURITIES,39,12016,ちばぎん証券,Chibagin Securities,15
11272,岡三証券,OKASAN SECURITIES,20,11512,光世証券,The Kosei Securities,10
12016,ちばぎん証券,Chibagin Securities,15,11060,ａｕカブコム証券,au Kabucom Securitie,10
11784,ライブスター証券,livestar Securities,9,11727,ＧＭＯクリック証券,GMO CLICK Securities,9
11060,ａｕカブコム証券,au Kabucom Securitie,8,11784,ライブスター証券,livestar Securities,9
11512,光世証券,The Kosei Securities,8,12464,廣田証券,HIROTA SECURITIES,3
12795,インタラクティブ証券,Interactive Brokers,2,12792,メリルリンチ日本証券,Merrill Lynch Japan,2
12464,廣田証券,HIROTA SECURITIES,1,11544,岩井コスモ証券,IwaiCosmo Securities,1
12330,マネックス証券,Monex,1,-,-,-,-
12336,日産証券,Nissan Securities,1,-,-,-,-

JPX Code,194123518
Instrument,CAL_NK225_191213_23500
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,305,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,201
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),159,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),151
11788,ソシエテ・ジェネラル,Societe Generale,82,11788,ソシエテ・ジェネラル,Societe Generale,104
11696,みずほ証券,Mizuho Securities,52,12176,ドイツ証券,Deutsche Securities,100
11256,ＳＢＩ証券,SBI SECURITIES,37,11256,ＳＢＩ証券,SBI SECURITIES,47
12795,インタラクティブ証券,Interactive Brokers,23,11272,岡三証券,OKASAN SECURITIES,27
12057,楽天証券,Rakuten Securities,18,12057,楽天証券,Rakuten Securities,25
12072,東海東京証券,Tokai Tokyo Sec,15,12410,バークレイズ証券,Barclays Japan,24
12560,松井証券,MATSUI SECURITIES,15,12464,廣田証券,HIROTA SECURITIES,22
12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,14,12560,松井証券,MATSUI SECURITIES,17
12208,内藤証券,NAITO SECURITIES,10,12792,メリルリンチ日本証券,Merrill Lynch Japan,12
11727,ＧＭＯクリック証券,GMO CLICK Securities,10,11696,みずほ証券,Mizuho Securities,10
12400,野村證券,Nomura Securities,10,12330,マネックス証券,Monex,10
12464,廣田証券,HIROTA SECURITIES,7,11727,ＧＭＯクリック証券,GMO CLICK Securities,8
12330,マネックス証券,Monex,5,11056,安藤証券,ANDO SECURITIES,6
11060,ａｕカブコム証券,au Kabucom Securitie,4,11060,ａｕカブコム証券,au Kabucom Securitie,3
11544,岩井コスモ証券,IwaiCosmo Securities,2,12795,インタラクティブ証券,Interactive Brokers,2
11840,立花証券,TACHIBANA SECURITIES,2,12888,山和証券,YAMAWA SECURITIES,1
11784,ライブスター証券,livestar Securities,2,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,1
12336,日産証券,Nissan Securities,1,12336,日産証券,Nissan Securities,1
11272,岡三証券,OKASAN SECURITIES,1,11784,ライブスター証券,livestar Securities,1
-,-,-,-,11840,立花証券,TACHIBANA SECURITIES,1

JPX Code,144123318
Instrument,CAL_NK225_191213_23375
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,197,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,229
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),96,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),114
11788,ソシエテ・ジェネラル,Societe Generale,67,11788,ソシエテ・ジェネラル,Societe Generale,67
11256,ＳＢＩ証券,SBI SECURITIES,54,12410,バークレイズ証券,Barclays Japan,15
12057,楽天証券,Rakuten Securities,10,11256,ＳＢＩ証券,SBI SECURITIES,10
11272,岡三証券,OKASAN SECURITIES,10,12560,松井証券,MATSUI SECURITIES,8
11060,ａｕカブコム証券,au Kabucom Securitie,10,11272,岡三証券,OKASAN SECURITIES,7
12560,松井証券,MATSUI SECURITIES,9,12057,楽天証券,Rakuten Securities,5
12330,マネックス証券,Monex,1,11746,ＵＢＳ証券,UBS Securities Japan,3
11512,光世証券,The Kosei Securities,1,11060,ａｕカブコム証券,au Kabucom Securitie,1
12795,インタラクティブ証券,Interactive Brokers,1,12792,メリルリンチ日本証券,Merrill Lynch Japan,1
12792,メリルリンチ日本証券,Merrill Lynch Japan,1,11544,岩井コスモ証券,IwaiCosmo Securities,1
12000,大和証券,Daiwa Securities,1,11784,ライブスター証券,livestar Securities,1
11784,ライブスター証券,livestar Securities,1,-,-,-,-
12724,ＨＳＢＣ証券,HSBC (Japan),1,-,-,-,-
11746,ＵＢＳ証券,UBS Securities Japan,1,-,-,-,-
11727,ＧＭＯクリック証券,GMO CLICK Securities,1,-,-,-,-

JPX Code,194123218
Instrument,CAL_NK225_191213_23250
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,92,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,119
11256,ＳＢＩ証券,SBI SECURITIES,43,11256,ＳＢＩ証券,SBI SECURITIES,50
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),35,11788,ソシエテ・ジェネラル,Societe Generale,25
11788,ソシエテ・ジェネラル,Societe Generale,30,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),19
12000,大和証券,Daiwa Securities,10,12792,メリルリンチ日本証券,Merrill Lynch Japan,6
12057,楽天証券,Rakuten Securities,7,11060,ａｕカブコム証券,au Kabucom Securitie,3
12560,松井証券,MATSUI SECURITIES,4,12057,楽天証券,Rakuten Securities,3
11060,ａｕカブコム証券,au Kabucom Securitie,2,12330,マネックス証券,Monex,1
11544,岩井コスモ証券,IwaiCosmo Securities,2,11840,立花証券,TACHIBANA SECURITIES,1
12792,メリルリンチ日本証券,Merrill Lynch Japan,1,-,-,-,-
12330,マネックス証券,Monex,1,-,-,-,-

JPX Code,144123118
Instrument,CAL_NK225_191213_23125
12560,松井証券,MATSUI SECURITIES,3,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,5
12428,ＢＮＰパリバ証券,BNP Paribas (Japan),1,11256,ＳＢＩ証券,SBI SECURITIES,1
12057,楽天証券,Rakuten Securities,1,11788,ソシエテ・ジェネラル,Societe Generale,1
12479,ＡＢＮアムロクリア,ABN AMRO Clearing,1,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),1
12330,マネックス証券,Monex,1,-,-,-,-
11256,ＳＢＩ証券,SBI SECURITIES,1,-,-,-,-

